day,medal_date,medal_type,name,country_code,gender,discipline,event,event_type,url_event
9,04-08-2024,Bronze Medal,China,CHN,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--
9,04-08-2024,Gold Medal,Sarah SJOESTROEM,SWE,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
9,04-08-2024,Silver Medal,Meg HARRIS,AUS,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
9,04-08-2024,Bronze Medal,ZHANG Yufei,CHN,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
9,04-08-2024,Gold Medal,FAN Zhendong,CHN,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--
9,04-08-2024,Silver Medal,Truls MOREGARD,SWE,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--
9,04-08-2024,Bronze Medal,Felix LEBRUN,FRA,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--
9,04-08-2024,Gold Medal,Novak DJOKOVIC,SRB,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--
9,04-08-2024,Silver Medal,Carlos ALCARAZ,ESP,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--
9,04-08-2024,Gold Medal,ERRANI/PAOLINI,ITA,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--
9,04-08-2024,Silver Medal,ANDREEVA/SHNAIDER,AIN,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--
9,04-08-2024,Bronze Medal,BUCSA/SORRIBES TORMO,ESP,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000200--
10,05-08-2024,Gold Medal,Netherlands,NED,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--
10,05-08-2024,Silver Medal,France,FRA,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--
10,05-08-2024,Bronze Medal,Lithuania,LTU,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--
10,05-08-2024,Gold Medal,Germany,GER,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--
10,05-08-2024,Silver Medal,Spain,ESP,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--
10,05-08-2024,Bronze Medal,United States,USA,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--
10,05-08-2024,Gold Medal,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
10,05-08-2024,Silver Medal,Angel BARAJAS,COL,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
10,05-08-2024,Bronze Medal,ZHANG Boheng,CHN,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
10,05-08-2024,Bronze Medal,TANG Chia-Hung,TPE,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
10,05-08-2024,Gold Medal,ZOU Jingyuan,CHN,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
10,05-08-2024,Silver Medal,Illia KOVTUN,UKR,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
10,05-08-2024,Bronze Medal,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
10,05-08-2024,Gold Medal,Alice D'AMATO,ITA,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
10,05-08-2024,Silver Medal,ZHOU Yaqin,CHN,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
10,05-08-2024,Bronze Medal,Manila ESPOSITO,ITA,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
10,05-08-2024,Gold Medal,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
10,05-08-2024,Silver Medal,Simone BILES,USA,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
10,05-08-2024,Bronze Medal,Ana BARBOSU,ROU,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
10,05-08-2024,Gold Medal,Armand DUPLANTIS,SWE,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
10,05-08-2024,Silver Medal,Sam KENDRICKS,USA,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
10,05-08-2024,Bronze Medal,Emmanouil KARALIS,GRE,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
10,05-08-2024,Gold Medal,Beatrice CHEBET,KEN,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
10,05-08-2024,Silver Medal,Faith KIPYEGON,KEN,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
10,05-08-2024,Bronze Medal,Sifan HASSAN,NED,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
10,05-08-2024,Gold Medal,Keely HODGKINSON,GBR,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
10,05-08-2024,Silver Medal,Tsige DUGUMA,ETH,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
10,05-08-2024,Bronze Medal,Mary MORAA,KEN,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
10,05-08-2024,Gold Medal,Valarie ALLMAN,USA,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
10,05-08-2024,Silver Medal,FENG Bin,CHN,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
10,05-08-2024,Bronze Medal,Sandra ELKASEVIC,CRO,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
10,05-08-2024,Gold Medal,Viktor AXELSEN,DEN,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--
10,05-08-2024,Silver Medal,Kunlavut VITIDSARN,THA,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--
10,05-08-2024,Bronze Medal,Zii Jia LEE,MAS,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000200--
10,05-08-2024,Gold Medal,AN Se Young,KOR,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--
10,05-08-2024,Silver Medal,HE Bing Jiao,CHN,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--
10,05-08-2024,Gold Medal,Finn BUTCHER,NZL,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
10,05-08-2024,Silver Medal,Joseph CLARKE,GBR,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
10,05-08-2024,Bronze Medal,Noah HEGGE,GER,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
10,05-08-2024,Gold Medal,Noemie FOX,AUS,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
10,05-08-2024,Silver Medal,Angele HUG,FRA,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
10,05-08-2024,Bronze Medal,Kimberley WOODS,GBR,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
10,05-08-2024,Gold Medal,Great Britain,GBR,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
10,05-08-2024,Silver Medal,New Zealand,NZL,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
10,05-08-2024,Bronze Medal,Germany,GER,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
10,05-08-2024,Gold Medal,LI Yuehong,CHN,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
10,05-08-2024,Silver Medal,CHO Yeongjae,KOR,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
10,05-08-2024,Bronze Medal,WANG Xinjie,CHN,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
10,05-08-2024,Gold Medal,Italy 1,ITA,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--
10,05-08-2024,Silver Medal,United States 1,USA,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--
10,05-08-2024,Bronze Medal,China,CHN,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--
10,05-08-2024,Gold Medal,Kauli VAAST,FRA,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
10,05-08-2024,Silver Medal,Jack ROBINSON,AUS,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
10,05-08-2024,Bronze Medal,Gabriel MEDINA,BRA,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
10,05-08-2024,Gold Medal,Caroline MARKS,USA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
10,05-08-2024,Silver Medal,Tatiana WESTON-WEBB,BRA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
10,05-08-2024,Bronze Medal,Johanne DEFAY,FRA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
10,05-08-2024,Gold Medal,Germany,GER,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
10,05-08-2024,Silver Medal,United States,USA,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
10,05-08-2024,Bronze Medal,Great Britain,GBR,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
11,06-08-2024,Gold Medal,Cole HOCKER,USA,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
11,06-08-2024,Silver Medal,Josh KERR,GBR,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
11,06-08-2024,Bronze Medal,Yared NUGUSE,USA,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
11,06-08-2024,Gold Medal,Miltiadis TENTOGLOU,GRE,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
11,06-08-2024,Silver Medal,Wayne PINNOCK,JAM,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
11,06-08-2024,Bronze Medal,Mattia FURLANI,ITA,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
11,06-08-2024,Gold Medal,Gabrielle THOMAS,USA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
11,06-08-2024,Silver Medal,Julien ALFRED,LCA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
11,06-08-2024,Bronze Medal,Brittany BROWN,USA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
11,06-08-2024,Gold Medal,Winfred YAVI,BRN,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
11,06-08-2024,Silver Medal,Peruth CHEMUTAI,UGA,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
11,06-08-2024,Bronze Medal,Faith CHEROTICH,KEN,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
11,06-08-2024,Gold Medal,Camryn ROGERS,CAN,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
11,06-08-2024,Silver Medal,Annette Nneka ECHIKUNWOKE,USA,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
11,06-08-2024,Bronze Medal,ZHAO Jie,CHN,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
11,06-08-2024,Bronze Medal,Omari JONES,USA,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--
11,06-08-2024,Bronze Medal,Lewis RICHARDSON,GBR,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--
11,06-08-2024,Bronze Medal,Nazym KYZAIBAY,KAZ,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000100--
11,06-08-2024,Bronze Medal,Aira VILLEGAS,PHI,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000200--
11,06-08-2024,Gold Medal,Kellie HARRINGTON,IRL,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--
11,06-08-2024,Silver Medal,YANG Wenlu,CHN,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--
11,06-08-2024,Bronze Medal,Janjaem SUWANNAPHENG,THA,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000100--
11,06-08-2024,Bronze Medal,CHEN Nien Chin,TPE,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000200--
11,06-08-2024,Gold Medal,Netherlands,NED,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
11,06-08-2024,Silver Medal,Great Britain,GBR,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
11,06-08-2024,Bronze Medal,Australia,AUS,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
11,06-08-2024,Gold Medal,QUAN Hongchan,CHN,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
11,06-08-2024,Silver Medal,CHEN Yuxi,CHN,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
11,06-08-2024,Bronze Medal,KIM Mi Rae,PRK,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
11,06-08-2024,Gold Medal,Christian KUKUK,GER,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
11,06-08-2024,Silver Medal,Steve GUERDAT,SUI,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
11,06-08-2024,Bronze Medal,Maikel van der VLEUTEN,NED,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
11,06-08-2024,Gold Medal,Arisa TREW,AUS,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
11,06-08-2024,Silver Medal,HIRAKI Cocona,JPN,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
11,06-08-2024,Bronze Medal,Sky BROWN,GBR,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
11,06-08-2024,Gold Medal,Mijain LOPEZ NUNEZ,CUB,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--
11,06-08-2024,Silver Medal,Yasmani ACOSTA FERNANDEZ,CHI,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--
11,06-08-2024,Bronze Medal,Amin MIRZAZADEH,IRI,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000100--
11,06-08-2024,Bronze Medal,MENG Lingzhe,CHN,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000200--
11,06-08-2024,Gold Medal,FUMITA Kenichiro,JPN,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--
11,06-08-2024,Silver Medal,CAO Liguo,CHN,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--
11,06-08-2024,Bronze Medal,Zholaman SHARSHENBEKOV,KGZ,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000100--
11,06-08-2024,Bronze Medal,RI Se Ung,PRK,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000200--
11,06-08-2024,Gold Medal,Amit ELOR,USA,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--
11,06-08-2024,Silver Medal,Meerim ZHUMANAZAROVA,KGZ,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--
11,06-08-2024,Bronze Medal,Buse CAVUSOGLU TOSUN,TUR,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000100--
11,06-08-2024,Bronze Medal,OZAKI Nonoka,JPN,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000200--
12,07-08-2024,Gold Medal,China,CHN,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
12,07-08-2024,Silver Medal,United States,USA,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
12,07-08-2024,Bronze Medal,Spain,ESP,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
12,07-08-2024,Gold Medal,MARTIN A/PEREZ M,ESP,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
12,07-08-2024,Silver Medal,PINTADO B/MOREJON G,ECU,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
12,07-08-2024,Bronze Medal,COWLEY R/MONTAG J,AUS,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
12,07-08-2024,Gold Medal,Soufiane EL BAKKALI,MAR,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
12,07-08-2024,Silver Medal,Kenneth ROOKS,USA,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
12,07-08-2024,Bronze Medal,Abraham KIBIWOT,KEN,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
12,07-08-2024,Gold Medal,Quincy HALL,USA,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
12,07-08-2024,Silver Medal,Matthew HUDSON-SMITH,GBR,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
12,07-08-2024,Bronze Medal,Muzala SAMUKONGA,ZAM,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
12,07-08-2024,Gold Medal,Roje STONA,JAM,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
12,07-08-2024,Silver Medal,Mykolas ALEKNA,LTU,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
12,07-08-2024,Bronze Medal,Matthew DENNY,AUS,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
12,07-08-2024,Gold Medal,Nina KENNEDY,AUS,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
12,07-08-2024,Silver Medal,Katie MOON,USA,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
12,07-08-2024,Bronze Medal,Alysha NEWMAN,CAN,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
12,07-08-2024,Bronze Medal,Nelvie Raman TIAFACK,GER,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--
12,07-08-2024,Bronze Medal,Djamili-Dini ABOUDOU MOINDZE,FRA,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000200--
12,07-08-2024,Gold Medal,Erislandy ALVAREZ BORGES,CUB,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--
12,07-08-2024,Silver Medal,Sofiane OUMIHA,FRA,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--
12,07-08-2024,Gold Medal,Oleksandr KHYZHNIAK,UKR,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--
12,07-08-2024,Silver Medal,Nurbek ORALBAY,KAZ,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--
12,07-08-2024,Bronze Medal,Esra YILDIZ KAHRAMAN,TUR,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000100--
12,07-08-2024,Bronze Medal,Nesthy PETECIO,PHI,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000200--
12,07-08-2024,Gold Medal,Australia,AUS,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
12,07-08-2024,Silver Medal,Great Britain,GBR,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
12,07-08-2024,Bronze Medal,Italy,ITA,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
12,07-08-2024,Gold Medal,United States,USA,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
12,07-08-2024,Silver Medal,New Zealand,NZL,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
12,07-08-2024,Bronze Medal,Great Britain,GBR,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
12,07-08-2024,Gold Medal,Matt WEARN,AUS,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
12,07-08-2024,Silver Medal,Pavlos KONTIDES,CYP,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
12,07-08-2024,Bronze Medal,Stefano PESCHIERA,PER,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
12,07-08-2024,Gold Medal,Marit BOUWMEESTER,NED,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--
12,07-08-2024,Silver Medal,Anne-Marie RINDOM,DEN,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--
12,07-08-2024,Bronze Medal,Line Flem HOEST,NOR,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--
12,07-08-2024,Gold Medal,Keegan PALMER,AUS,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--
12,07-08-2024,Silver Medal,Tom SCHAAR,USA,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--
12,07-08-2024,Bronze Medal,Augusto AKIO,BRA,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--
12,07-08-2024,Gold Medal,Aleksandra MIROSLAW,POL,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------
12,07-08-2024,Silver Medal,DENG Lijuan,CHN,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------
12,07-08-2024,Bronze Medal,Aleksandra KALUCKA,POL,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------
