day,medal_date,medal_type,name,country_code,gender,discipline,event,event_type,url_event
14,09-08-2024,Bronze Medal,PUPP/FOJT,HUN,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------
14,09-08-2024,Gold Medal,Harrie LAVREYSEN,NED,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------
14,09-08-2024,Silver Medal,Matthew RICHARDSON,AUS,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------
14,09-08-2024,Bronze Medal,Jack CARLIN,GBR,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------
14,09-08-2024,Gold Medal,Italy,ITA,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--
14,09-08-2024,Silver Medal,Great Britain,GBR,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--
14,09-08-2024,Bronze Medal,Netherlands,NED,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--
14,09-08-2024,Gold Medal,CHEN Yiwen,CHN,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--
14,09-08-2024,Silver Medal,Maddison KEENEY,AUS,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--
14,09-08-2024,Bronze Medal,CHANG Yani,CHN,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--
14,09-08-2024,Gold Medal,Spain,ESP,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--
14,09-08-2024,Silver Medal,France,FRA,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--
14,09-08-2024,Bronze Medal,Germany,GER,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--
14,09-08-2024,Gold Medal,Netherlands,NED,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--
14,09-08-2024,Silver Medal,China,CHN,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--
14,09-08-2024,Bronze Medal,Argentina,ARG,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--
14,09-08-2024,Gold Medal,Kristof RASOVSZKY,HUN,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--
14,09-08-2024,Silver Medal,Oliver KLEMET,GER,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--
14,09-08-2024,Bronze Medal,David BETLEHEM,HUN,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--
14,09-08-2024,Gold Medal,Valentin BONTUS,AUT,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--
14,09-08-2024,Silver Medal,Toni VODISEK,SLO,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--
14,09-08-2024,Bronze Medal,Maximilian MAEDER,SGP,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--
14,09-08-2024,Gold Medal,Toby ROBERTS,GBR,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--
14,09-08-2024,Silver Medal,ANRAKU Sorato,JPN,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--
14,09-08-2024,Bronze Medal,Jakob SCHUBERT,AUT,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--
14,09-08-2024,Gold Medal,China,CHN,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000
14,09-08-2024,Silver Medal,Sweden,SWE,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000
14,09-08-2024,Bronze Medal,France,FRA,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000
14,09-08-2024,Gold Medal,Firas KATOUSSI,TUN,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--
14,09-08-2024,Silver Medal,Mehran BARKHORDARI,IRI,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--
14,09-08-2024,Bronze Medal,Simone ALESSIO,ITA,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000100--
14,09-08-2024,Bronze Medal,Edi HRNIC,DEN,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000200--
14,09-08-2024,Gold Medal,Viviana MARTON,HUN,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--
14,09-08-2024,Silver Medal,Aleksandra PERISIC,SRB,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--
14,09-08-2024,Bronze Medal,Kristina TEACHOUT,USA,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000100--
14,09-08-2024,Bronze Medal,Sarah CHAARI,BEL,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000200--
14,09-08-2024,Bronze Medal,United States,USA,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--
14,09-08-2024,Gold Medal,Karlos May NASAR,BUL,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--
14,09-08-2024,Silver Medal,Yeison LOPEZ,COL,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--
14,09-08-2024,Bronze Medal,Antonino PIZZOLATO,ITA,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--
14,09-08-2024,Gold Medal,Olivia REEVES,USA,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--
14,09-08-2024,Silver Medal,Mari Leivis SANCHEZ,COL,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--
14,09-08-2024,Bronze Medal,Angie Paola PALACIOS DAJOMES,ECU,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--
14,09-08-2024,Gold Medal,HIGUCHI Rei,JPN,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--
14,09-08-2024,Silver Medal,Spencer Richard LEE,USA,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--
14,09-08-2024,Bronze Medal,Aman AMAN,IND,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000100--
14,09-08-2024,Bronze Medal,Gulomjon ABDULLAEV,UZB,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000200--
14,09-08-2024,Gold Medal,Magomed Eldarovitch RAMAZANOV,BUL,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--
14,09-08-2024,Silver Medal,Hassan YAZDANICHARATI,IRI,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--
14,09-08-2024,Bronze Medal,Aaron Marquel BROOKS,USA,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000100--
14,09-08-2024,Bronze Medal,Dauren KURUGLIEV,GRE,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000200--
14,09-08-2024,Gold Medal,SAKURAI Tsugumi,JPN,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--
14,09-08-2024,Silver Medal,Anastasia NICHITA,MDA,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--
14,09-08-2024,Bronze Medal,Helen Louise MAROULIS,USA,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000100--
14,09-08-2024,Bronze Medal,HONG Kexin,CHN,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000200--
14,09-08-2024,Gold Medal,VARFOLOMEEV Darja,GER,W,Rhythmic Gymnastics,Individual All-Around,ATH,/en/paris-2024/results/rhythmic-gymnastics/individual-all-around/fnl-a0000103
14,09-08-2024,Silver Medal,KALEYN Boryana,BUL,W,Rhythmic Gymnastics,Individual All-Around,ATH,/en/paris-2024/results/rhythmic-gymnastics/individual-all-around/fnl-a0000103
14,09-08-2024,Bronze Medal,RAFFAELI Sofia,ITA,W,Rhythmic Gymnastics,Individual All-Around,ATH,/en/paris-2024/results/rhythmic-gymnastics/individual-all-around/fnl-a0000103
14,09-08-2024,Gold Medal,THIAM Nafissatou,BEL,W,Athletics,Women's Heptathlon,ATH,/en/paris-2024/results/athletics/women-s-heptathlon/800---------
14,09-08-2024,Silver Medal,JOHNSON-THOMPSON Katarina,GBR,W,Athletics,Women's Heptathlon,ATH,/en/paris-2024/results/athletics/women-s-heptathlon/800---------
14,09-08-2024,Bronze Medal,VIDTS Noor,BEL,W,Athletics,Women's Heptathlon,ATH,/en/paris-2024/results/athletics/women-s-heptathlon/800---------
15,10-08-2024,Gold Medal,China,CHN,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--
15,10-08-2024,Silver Medal,Great Britain,GBR,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--
15,10-08-2024,Bronze Medal,Netherlands,NED,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--
15,10-08-2024,Gold Medal,United States,USA,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Silver Medal,Botswana,BOT,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Bronze Medal,Great Britain,GBR,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Gold Medal,Jakob INGEBRIGTSEN,NOR,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--
15,10-08-2024,Silver Medal,Ronald KWEMOI,KEN,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--
15,10-08-2024,Bronze Medal,Grant FISHER,USA,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--
15,10-08-2024,Gold Medal,Emmanuel WANYONYI,KEN,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--
15,10-08-2024,Silver Medal,Marco AROP,CAN,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--
15,10-08-2024,Bronze Medal,Djamel SEDJATI,ALG,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--
15,10-08-2024,Gold Medal,Hamish KERR,NZL,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--
15,10-08-2024,Silver Medal,Shelby McEWEN,USA,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--
15,10-08-2024,Bronze Medal,Mutaz Essa BARSHIM,QAT,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--
15,10-08-2024,Gold Medal,Tamirat TOLA,ETH,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--
15,10-08-2024,Silver Medal,Bashir ABDI,BEL,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--
15,10-08-2024,Bronze Medal,Benson KIPRUTO,KEN,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--
15,10-08-2024,Gold Medal,Masai RUSSELL,USA,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--
15,10-08-2024,Silver Medal,Cyrena SAMBA-MAYELA,FRA,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--
15,10-08-2024,Bronze Medal,Jasmine CAMACHO-QUINN,PUR,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--
15,10-08-2024,Gold Medal,Faith KIPYEGON,KEN,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--
15,10-08-2024,Silver Medal,Jessica HULL,AUS,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--
15,10-08-2024,Bronze Medal,Georgia BELL,GBR,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--
15,10-08-2024,Gold Medal,United States,USA,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Silver Medal,Netherlands,NED,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Bronze Medal,Great Britain,GBR,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--
15,10-08-2024,Gold Medal,KITAGUCHI Haruka,JPN,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--
15,10-08-2024,Silver Medal,Jo-Ane van DYK,RSA,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--
15,10-08-2024,Bronze Medal,Nikola OGRODNIKOVA,CZE,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--
15,10-08-2024,Gold Medal,United States,USA,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--
15,10-08-2024,Silver Medal,France,FRA,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--
15,10-08-2024,Bronze Medal,Serbia,SRB,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000200--
15,10-08-2024,Gold Medal,AHMAN/HELLVIG,SWE,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000100--
15,10-08-2024,Silver Medal,EHLERS/WICKLER,GER,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000100--
15,10-08-2024,Bronze Medal,MOL/SORUM,NOR,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000200--
15,10-08-2024,Gold Medal,Bakhodir JALOLOV,UZB,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--
15,10-08-2024,Silver Medal,Ayoub GHADFA DRISSI EL AISSAOUI,ESP,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--
15,10-08-2024,Gold Medal,Abdumalik KHALOKOV,UZB,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--
15,10-08-2024,Silver Medal,Munarbek SEIITBEK UULU,KGZ,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--
15,10-08-2024,Gold Medal,LIN Yu Ting,TPE,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--
15,10-08-2024,Silver Medal,Julia SZEREMETA,POL,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--
15,10-08-2024,Gold Medal,LI Qian,CHN,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--
15,10-08-2024,Silver Medal,Atheyna Bibeichi BYLON,PAN,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--
15,10-08-2024,Gold Medal,PHIL WIZARD,CAN,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--
15,10-08-2024,Silver Medal,DANY DANN,FRA,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--
15,10-08-2024,Bronze Medal,VICTOR,USA,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000200--
15,10-08-2024,Gold Medal,Josef DOSTAL,CZE,M,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------
15,10-08-2024,Silver Medal,Adam VARGA,HUN,M,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------
15,10-08-2024,Bronze Medal,Balint KOPASZ,HUN,M,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------
15,10-08-2024,Gold Medal,Katie VINCENT,CAN,W,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------
15,10-08-2024,Silver Medal,Nevin HARRISON,USA,W,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------
15,10-08-2024,Bronze Medal,Yarisleidis CIRILO DUBOYS,CUB,W,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------
15,10-08-2024,Gold Medal,Lisa CARRINGTON,NZL,W,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------
15,10-08-2024,Silver Medal,Tamara CSIPES,HUN,W,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------
15,10-08-2024,Bronze Medal,Emma Aastrand JORGENSEN,DEN,W,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------
15,10-08-2024,Gold Medal,Portugal,POR,M,Cycling Track,Men's Madison,TEAM,/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--
15,10-08-2024,Silver Medal,Italy,ITA,M,Cycling Track,Men's Madison,TEAM,/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--
15,10-08-2024,Bronze Medal,Denmark,DEN,M,Cycling Track,Men's Madison,TEAM,/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--
15,10-08-2024,Gold Medal,CAO Yuan,CHN,M,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--
15,10-08-2024,Silver Medal,TAMAI Rikuto,JPN,M,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--
15,10-08-2024,Bronze Medal,Noah WILLIAMS,GBR,M,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--
15,10-08-2024,Gold Medal,United States,USA,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000100--
15,10-08-2024,Silver Medal,Brazil,BRA,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000100--
15,10-08-2024,Gold Medal,Lydia KO,NZL,W,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------
15,10-08-2024,Silver Medal,Esther HENSELEIT,GER,W,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------
15,10-08-2024,Bronze Medal,LIN Xiyu Janet,CHN,W,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------
15,10-08-2024,Gold Medal,Norway,NOR,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000100--
15,10-08-2024,Silver Medal,France,FRA,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000100--
15,10-08-2024,Bronze Medal,Denmark,DEN,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--
15,10-08-2024,Gold Medal,Ahmed ELGENDY,EGY,M,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--
15,10-08-2024,Silver Medal,SATO Taishu,JPN,M,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--
15,10-08-2024,Bronze Medal,Giorgio MALAN,ITA,M,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--
15,10-08-2024,Gold Medal,Janja GARNBRET,SLO,W,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--
15,10-08-2024,Silver Medal,Brooke RABOUTOU,USA,W,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--
15,10-08-2024,Bronze Medal,Jessica PILZ,AUT,W,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--
15,10-08-2024,Gold Medal,China,CHN,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000
15,10-08-2024,Silver Medal,Japan,JPN,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000
15,10-08-2024,Bronze Medal,Korea,KOR,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00020000
15,10-08-2024,Gold Medal,Arian SALIMI,IRI,M,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--
15,10-08-2024,Silver Medal,Caden CUNNINGHAM,GBR,M,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--
15,10-08-2024,Bronze Medal,Rafael ALBA,CUB,M,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/repf000100--
15,10-08-2024,Bronze Medal,Cheick Sallah CISSE,CIV,M,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/repf000200--
15,10-08-2024,Gold Medal,Althea LAURIN,FRA,W,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--
15,10-08-2024,Silver Medal,Svetlana OSIPOVA,UZB,W,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--
15,10-08-2024,Bronze Medal,LEE Dabin,KOR,W,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/repf000100--
15,10-08-2024,Bronze Medal,Nafia KUS AYDIN,TUR,W,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/repf000200--
15,10-08-2024,Gold Medal,France,FRA,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--
15,10-08-2024,Silver Medal,Poland,POL,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--
15,10-08-2024,Bronze Medal,Brazil,BRA,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--
15,10-08-2024,Gold Medal,Spain,ESP,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--
15,10-08-2024,Silver Medal,Australia,AUS,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--
15,10-08-2024,Bronze Medal,Netherlands,NED,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--
15,10-08-2024,Gold Medal,Lasha TALAKHADZE,GEO,M,Weightlifting,Men's +102kg,ATH,/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--
15,10-08-2024,Silver Medal,Varazdat LALAYAN,ARM,M,Weightlifting,Men's +102kg,ATH,/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--
15,10-08-2024,Bronze Medal,Gor MINASYAN,BRN,M,Weightlifting,Men's +102kg,ATH,/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--
15,10-08-2024,Gold Medal,LIU Huanhua,CHN,M,Weightlifting,Men's 102kg,ATH,/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--
15,10-08-2024,Silver Medal,Akbar DJURAEV,UZB,M,Weightlifting,Men's 102kg,ATH,/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--
15,10-08-2024,Bronze Medal,Yauheni TSIKHANTSOU,AIN,M,Weightlifting,Men's 102kg,ATH,/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--
15,10-08-2024,Gold Medal,Solfrid Eila Amena KOANDA,NOR,W,Weightlifting,Women's 81kg,ATH,/en/paris-2024/results/weightlifting/women-s-81kg/fnl-000100--
15,10-08-2024,Silver Medal,Sara AHMED,EGY,W,Weightlifting,Women's 81kg,ATH,/en/paris-2024/results/weightlifting/women-s-81kg/fnl-000100--
15,10-08-2024,Bronze Medal,Neisi Patricia DAJOMES BARRERA,ECU,W,Weightlifting,Women's 81kg,ATH,/en/paris-2024/results/weightlifting/women-s-81kg/fnl-000100--
15,10-08-2024,Gold Medal,Geno PETRIASHVILI,GEO,M,Wrestling,Men's Freestyle 125kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-125kg/fnl-000100--
15,10-08-2024,Silver Medal,Amir Hossein ZARE,IRI,M,Wrestling,Men's Freestyle 125kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-125kg/fnl-000100--
15,10-08-2024,Bronze Medal,Taha AKGUL,TUR,M,Wrestling,Men's Freestyle 125kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-125kg/repf000100--
15,10-08-2024,Bronze Medal,Giorgi MESHVILDISHVILI,AZE,M,Wrestling,Men's Freestyle 125kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-125kg/repf000200--
