medal_date,medal_type,medal_code,name,country_code,gender,discipline,event,event_type,url_event
2024-07-30,Silver Medal,2,United States,USA,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--
2024-07-30,Bronze Medal,3,Australia,AUS,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--
2024-07-30,Gold Medal,1,Daniel WIFFEN,IRL,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--
2024-07-30,Silver Medal,2,Bobby FINKE,USA,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--
2024-07-30,Bronze Medal,3,Gregorio PALTRINIERI,ITA,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--
2024-07-30,Gold Medal,1,Kaylee McKEOWN,AUS,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--
2024-07-30,Silver Medal,2,Regan SMITH,USA,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--
2024-07-30,Bronze Medal,3,Katharine BERKOFF,USA,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--
2024-07-30,Gold Medal,1,WANG/SUN,CHN,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--
2024-07-30,Silver Medal,2,RI/KIM,PRK,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--
2024-07-30,Bronze Medal,3,LIM/SHIN,KOR,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000200--
2024-07-31,Gold Medal,1,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--
2024-07-31,Silver Medal,2,ZHANG Boheng,CHN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--
2024-07-31,Bronze Medal,3,XIAO Ruoteng,CHN,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--
2024-07-31,Gold Medal,1,Jessica FOX,AUS,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--
2024-07-31,Silver Medal,2,Elena LILIK,GER,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--
2024-07-31,Bronze Medal,3,Evy LEIBFARTH,USA,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--
2024-07-31,Gold Medal,1,Jose TORRES GIL,ARG,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--
2024-07-31,Silver Medal,2,Kieran Darren David REILLY,GBR,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--
2024-07-31,Bronze Medal,3,Anthony JEANJEAN,FRA,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--
2024-07-31,Gold Medal,1,DENG Yawen,CHN,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--
2024-07-31,Silver Medal,2,Perris BENEGAS,USA,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--
2024-07-31,Bronze Medal,3,Natalya DIEHM,AUS,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--
2024-07-31,Gold Medal,1,China,CHN,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--
2024-07-31,Silver Medal,2,DPR Korea,PRK,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--
2024-07-31,Bronze Medal,3,Great Britain,GBR,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--
2024-07-31,Gold Medal,1,Korea,KOR,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--
2024-07-31,Silver Medal,2,Hungary,HUN,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--
2024-07-31,Bronze Medal,3,France,FRA,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--
2024-07-31,Gold Medal,1,Lasha BEKAURI,GEO,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--
2024-07-31,Silver Medal,2,MURAO Sanshiro,JPN,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--
2024-07-31,Bronze Medal,3,Maxime-Gael NGAYAP HAMBOU,FRA,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--
2024-07-31,Bronze Medal,3,Theodoros TSELIDIS,GRE,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--
2024-07-31,Gold Medal,1,Barbara MATIC,CRO,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--
2024-07-31,Silver Medal,2,Miriam BUTKEREIT,GER,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--
2024-07-31,Bronze Medal,3,Michaela POLLERES,AUT,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--
2024-07-31,Bronze Medal,3,Gabriella WILLEMS,BEL,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--
2024-07-31,Gold Medal,1,Netherlands,NED,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------
2024-07-31,Silver Medal,2,Italy,ITA,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------
2024-07-31,Bronze Medal,3,Poland,POL,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------
2024-07-31,Gold Medal,1,Great Britain,GBR,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------
2024-07-31,Silver Medal,2,Netherlands,NED,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------
2024-07-31,Bronze Medal,3,Germany,GER,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------
2024-07-31,Gold Medal,1,Adriana RUANO OLIVA,GUA,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--
2024-07-31,Silver Medal,2,Silvana Maria STANCO,ITA,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--
2024-07-31,Bronze Medal,3,Penny SMITH,AUS,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--
2024-07-31,Gold Medal,1,PAN Zhanle,CHN,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--
2024-07-31,Silver Medal,2,Kyle CHALMERS,AUS,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--
2024-07-31,Bronze Medal,3,David POPOVICI,ROU,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--
2024-07-31,Gold Medal,1,Leon MARCHAND,FRA,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--
2024-07-31,Silver Medal,2,Zac STUBBLETY-COOK,AUS,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--
2024-07-31,Bronze Medal,3,Caspar CORBEAU,NED,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--
2024-07-31,Gold Medal,1,Leon MARCHAND,FRA,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--
2024-07-31,Silver Medal,2,Kristof MILAK,HUN,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--
2024-07-31,Bronze Medal,3,Ilya KHARUN,CAN,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--
2024-07-31,Gold Medal,1,Sarah SJOESTROEM,SWE,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--
2024-07-31,Silver Medal,2,Torri HUSKE,USA,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--
2024-07-31,Bronze Medal,3,HAUGHEY Siobhan Bernadette,HKG,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--
2024-07-31,Gold Medal,1,Katie LEDECKY,USA,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--
2024-07-31,Silver Medal,2,Anastasiia KIRPICHNIKOVA,FRA,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--
2024-07-31,Bronze Medal,3,Isabel GOSE,GER,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--
2024-07-31,Gold Medal,1,Alex YEE,GBR,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--
2024-07-31,Silver Medal,2,Hayden WILDE,NZL,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--
2024-07-31,Bronze Medal,3,Leo BERGERE,FRA,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--
2024-07-31,Gold Medal,1,Cassandre BEAUGRAND,FRA,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--
2024-07-31,Silver Medal,2,Julie DERRON,SUI,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--
2024-07-31,Bronze Medal,3,Beth POTTER,GBR,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--
2024-08-01,Gold Medal,1,Simone BILES,USA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--
2024-08-01,Silver Medal,2,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--
2024-08-01,Bronze Medal,3,Sunisa LEE,USA,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--
2024-08-01,Gold Medal,1,Brian Daniel PINTADO,ECU,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--
2024-08-01,Silver Medal,2,Caio BONFIM,BRA,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--
2024-08-01,Bronze Medal,3,Alvaro MARTIN,ESP,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--
2024-08-01,Gold Medal,1,YANG Jiayu,CHN,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--
2024-08-01,Silver Medal,2,Maria PEREZ,ESP,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--
2024-08-01,Bronze Medal,3,Jemima MONTAG,AUS,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--
2024-08-01,Gold Medal,1,Giovanni de GENNARO,ITA,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--
2024-08-01,Silver Medal,2,Titouan CASTRYCK,FRA,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--
2024-08-01,Bronze Medal,3,Pau ECHANIZ,ESP,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--
2024-08-01,Gold Medal,1,United States,USA,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--
2024-08-01,Silver Medal,2,Italy,ITA,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--
2024-08-01,Bronze Medal,3,Japan,JPN,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--
2024-08-01,Gold Medal,1,Zelym KOTSOIEV,AZE,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--
2024-08-01,Silver Medal,2,Ilia SULAMANIDZE,GEO,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--
2024-08-01,Bronze Medal,3,Peter PALTCHIK,ISR,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--
2024-08-01,Bronze Medal,3,Muzaffarbek TUROBOYEV,UZB,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--
2024-08-01,Gold Medal,1,Alice BELLANDI,ITA,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--
2024-08-01,Silver Medal,2,Inbar LANIR,ISR,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--
2024-08-01,Bronze Medal,3,MA Zhenzhao,CHN,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--
2024-08-01,Bronze Medal,3,Patricia SAMPAIO,POR,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--
2024-08-01,Gold Medal,1,Romania,ROU,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------
2024-08-01,Silver Medal,2,Netherlands,NED,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------
2024-08-01,Bronze Medal,3,Ireland,IRL,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------
2024-08-01,Gold Medal,1,United States,USA,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------
2024-08-01,Silver Medal,2,New Zealand,NZL,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------
2024-08-01,Bronze Medal,3,Great Britain,GBR,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------
2024-08-01,Gold Medal,1,New Zealand,NZL,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------
2024-08-01,Silver Medal,2,Romania,ROU,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------
2024-08-01,Bronze Medal,3,Great Britain,GBR,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------
2024-08-01,Gold Medal,1,Netherlands,NED,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------
2024-08-01,Silver Medal,2,Great Britain,GBR,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------
2024-08-01,Bronze Medal,3,New Zealand,NZL,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------
2024-08-01,Gold Medal,1,LIU Yukun,CHN,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--
2024-08-01,Silver Medal,2,Serhiy KULISH,UKR,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--
2024-08-01,Bronze Medal,3,Swapnil KUSALE,IND,M,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--
2024-08-01,Gold Medal,1,Hubert KOS,HUN,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--
2024-08-01,Silver Medal,2,Apostolos CHRISTOU,GRE,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--
2024-08-01,Bronze Medal,3,Roman MITYUKOV,SUI,M,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--
2024-08-01,Gold Medal,1,Kate DOUGLASS,USA,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--
2024-08-01,Silver Medal,2,Tatjana SMITH,RSA,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--
2024-08-01,Bronze Medal,3,Tes SCHOUTEN,NED,W,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--
2024-08-01,Gold Medal,1,Summer McINTOSH,CAN,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--
2024-08-01,Silver Medal,2,Regan SMITH,USA,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--
2024-08-01,Bronze Medal,3,ZHANG Yufei,CHN,W,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--
2024-08-01,Gold Medal,1,Australia,AUS,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--
2024-08-01,Silver Medal,2,United States,USA,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--
2024-08-01,Bronze Medal,3,China,CHN,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--
2024-08-02,Gold Medal,1,Korea,KOR,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--
2024-08-02,Silver Medal,2,Germany,GER,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--
2024-08-02,Bronze Medal,3,United States,USA,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--
2024-08-02,Gold Medal,1,Joshua CHEPTEGEI,UGA,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--
2024-08-02,Silver Medal,2,Berihu AREGAWI,ETH,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--
2024-08-02,Bronze Medal,3,Grant FISHER,USA,M,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--
2024-08-02,Gold Medal,1,ZHENG/HUANG,CHN,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--
2024-08-02,Silver Medal,2,KIM/JEONG,KOR,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--
2024-08-02,Bronze Medal,3,WATANABE/HIGASHINO,JPN,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--
2024-08-02,Gold Medal,1,Joris DAUDET,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--
2024-08-02,Silver Medal,2,Sylvain ANDRE,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--
2024-08-02,Bronze Medal,3,Romain MAHIEU,FRA,M,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--
2024-08-02,Gold Medal,1,Saya SAKAKIBARA,AUS,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--
2024-08-02,Silver Medal,2,Manon VEENSTRA,NED,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--
2024-08-02,Bronze Medal,3,Zoe CLAESSENS,SUI,W,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--
2024-08-02,Gold Medal,1,China,CHN,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--
2024-08-02,Silver Medal,2,Mexico,MEX,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--
2024-08-02,Bronze Medal,3,Great Britain,GBR,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--
2024-08-02,Gold Medal,1,Great Britain,GBR,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--
2024-08-02,Silver Medal,2,United States,USA,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--
2024-08-02,Bronze Medal,3,France,FRA,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--
2024-08-02,Gold Medal,1,Hungary,HUN,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--
2024-08-02,Silver Medal,2,Japan,JPN,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--
2024-08-02,Bronze Medal,3,Czechia,CZE,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--
2024-08-02,Gold Medal,1,Teddy RINER,FRA,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--
2024-08-02,Silver Medal,2,KIM Minjong,KOR,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--
2024-08-02,Bronze Medal,3,Temur RAKHIMOV,TJK,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000100--
2024-08-02,Bronze Medal,3,Alisher YUSUPOV,UZB,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000200--
2024-08-02,Gold Medal,1,Beatriz SOUZA,BRA,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--
2024-08-02,Silver Medal,2,Raz HERSHKO,ISR,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--
2024-08-02,Bronze Medal,3,KIM Hayun,KOR,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000100--
2024-08-02,Bronze Medal,3,Romane DICKO,FRA,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000200--
2024-08-02,Gold Medal,1,Ireland,IRL,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------
2024-08-02,Silver Medal,2,Italy,ITA,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------
2024-08-02,Bronze Medal,3,Greece,GRE,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------
2024-08-02,Gold Medal,1,Great Britain,GBR,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------
2024-08-02,Silver Medal,2,Romania,ROU,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------
2024-08-02,Bronze Medal,3,Greece,GRE,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------
2024-08-02,Gold Medal,1,Croatia,CRO,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------
2024-08-02,Silver Medal,2,Great Britain,GBR,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------
2024-08-02,Bronze Medal,3,Switzerland,SUI,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------
2024-08-02,Gold Medal,1,Netherlands,NED,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------
2024-08-02,Silver Medal,2,Romania,ROU,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------
2024-08-02,Bronze Medal,3,Australia,AUS,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------
2024-08-02,Gold Medal,1,BOTIN/TRITTEL,ESP,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--
2024-08-02,Silver Medal,2,McHARDIE/McKENZIE,NZL,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--
2024-08-02,Bronze Medal,3,BARROWS/HENKEN,USA,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--
2024-08-02,Gold Medal,1,AANHOLT/DUETZ,NED,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--
2024-08-02,Silver Medal,2,BOBECK/NETZLER,SWE,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--
